poem,Label,Poet
تَهونُ عَلَينا في المَعالي نُفوسُناوَمَن خَطَبَ الحَسناءَ لَم يُغلِها المَهرُأَعَزُّ بَني الدُنيا وَأَعلى ذَوي العُلاوَأَكرَمُ مَن فَوقَ التُرابِ وَلا فَخرُ,مدح,المتنبي
سَيَذكُرُني قَومي إِذا جَدَّ جِدُّهُموَفي اللَيلَةِ الظَلماءِ يُفتَقَدُ البَدرُفَإِن عِشتُ فَالطَعنُ الَّذي يَعرِفونَهُوَتِلكَ القَنا وَالبيضُ وَالضُمَّرُ الشُقرُ,شجاعة,المتنبي
فَيا لَيتَ أَنَّ الدَهرَ يُدني أَحِبَّتيإِلَيَّ كَما يُدني إِلَيَّ مَصائِبيوَلَيتَ خَيالاً مِنكِ يا عَبلَ طارِقيَرى فَيضَ جَفني بِالدُموعِ السَواكِبِ,حزن,قيس بن الملوح
يُنادونَني في السِلمِ يا اِبنَ زَبيبَةٍوَعِندَ صِدامِ الخَيلِ يا اِبنَ الأَطايِبِوَلَولا الهَوى ما ذَلَّ مِثلي لِمِثلِهِموَلا خَضَعَت أُسدُ الفَلا لِلثَعالِبِ,حزن,إيليا ابو ماضي
قَرِّبا مَربَطَ النَعامَةِ مِنّيلَقِحَت حَربُ وائِلٍ عَن حِيالِقَرِّبا مَربَطَ النَعامَةِ مِنّيلَيسَ قَولي يرادُ لَكِن فعاليقَرِّبا مَربَطَ النَعامَةِ مِنّيجَدَّ نَوحُ النِساءِ بِالإِعوالِقَرِّبا مَربَطَ النَعامَةِ مِنّيشابَ رَأسي وَأَنكَرَتني القَواليقَرِّبا مَربَطَ النَعامَةِ مِنّيلِلسُرى وَالغُدُوِّ وَالآصالِقَرِّبا مَربَطَ النَعامَةِ مِنّيطالَ لَيلي عَلى اللَيالي الطِوالِقَرِّبا مَربَطَ النَعامَةِ مِنّيلِاِعتِناقِ الأَبطالِ بِالأَبطالِقَرِّبا مَربَطَ النَعامَةِ مِنّيوَاِعدِلا عَن مَقالَةِ الجُهّالِقَرِّبا مَربَطَ النَعامَةِ مِنّيلَيسَ قَلبي عَنِ القِتالِ بِسالِقَرِّبا مَربَطَ النَعامَةِ مِنّيكُلَّما هَبَّ ريحُ ذَيلِ الشَمالِقَرِّبا مَربَطَ النَعامَةِ مِنّيلِبَجَيرٍ مُفَكِّكِ الأَغلالِقَرِّبا مَربَطَ النَعامَةِ مِنّيلِكَريمٍ مُتَوَّجٍ بِالجَمالِقَرِّبا مَربَطَ النَعامَةِ مِنّيلا نَبيعُ الرِجالَ بَيعَ النِعالِقَرِّبا مَربَطَ النَعامَةِ مِنّيلِبُجَيرٍ فداهُ عَمّي وَخاليقَرِّباها لِحَيِّ تَغلِبَ شوساًلِاِعتِناقِ الكُماةِ يَومَ القِتالِقَرِّباها وَقَرِّبا لَأمَتي دِرعاً دِلاصاً تَرُدُّ حَدَّ النِبالِقَرِّباها بِمُرهَفاتٍ حِدادٍلِقِراعِ الأَبطالِ يَومَ النِزالِرُبَّ جَيشٍ لَقيتُهُ يَمطُرُ المَوتَ عَلى هَيكَلٍ خَفيفِ الجِلالِ,عتاب,ابو العتاهية
تَاللَهِ لَو عابَهُ الحُسّادُ ما وَجَدواعَيباً سِوى أَنَّهُ في خِلقَةِ البَشَرِيا مَن لَهُ حَسَبٌ في المَكرُماتِ سَمامُقَدَّماً فَوقَ هامِ الأَنجُمِ الزُهُرِ,هجاء,جرير
وَما أَنتَ إِلّا فِتنَةٌ تَغلِبُ الأُسىوَتَفعَلُ بِالأَلحاظِ فِعلَ المُهَنَّدِوَتَوَّجَكَ الرَحمَنُ تاجَ مَلاحَةٍوَبَهجَةَ إِشراقٍ بِها الصُبحُ يَهتَدي,هجاء,البحتري
وَإِذا أَقولُ صَحَوتُ مِن أَدوائِهاهاجَ الفُؤادَ دُمىً أَوانِسُ حورُوَإِذا نَصَبنَ قُرونَهُنَّ لِغَدرَةٍفَكَأَنَّما حَلَّت لَهُنَّ نُذورُ,هجاء,ابن الرومي
فَتِلكَ الَّتي لَم تُخطِ قَلبي بِسَهمِهاوَما وَتَّرَت قَوساً وَلا رَصَفَت نَبلاغَداةَ غَدَت غَرّاءَ غَيرَ قَصيرَةٍتُذَرّي عَلى المَتنَينِ ذا عُذَرٍ جَثلا,هجاء,ابن الرومي
مَتى تَزُر قَومَ مَن تَهوى زِيارَتَهالا يُتحِفوكَ بِغَيرِ البيضِ وَالأَسَلِوَالهَجرُ أَقتَلُ لي مِمّا أُراقِبُهُأَنا الغَريقُ فَما خَوفي مِنَ البَلَلِ,شجاعة,المتنبي
وَإِذا سَطا خافَ الأَنامَ جَميعُهُممِن بَأسِهِ وَاللَيثُ عِندَ عِيانِهِالمُظهِرُ الإِنصافَ في أَيّامِهِبِخِصالِهِ وَالعَدلَ في بُلدانِهِ,مدح,أبو فراس الحمداني
إِذا ذُكِرَت لَيلى عَقَلتُ وَراجَعَترَوائِعُ قَلبي مِن هَوىً مُتَشَعِّبِوَقالوا صَحيحٌ ما بِهِ طَيفُ جِنَّةٍوَلا الهَمُّ إِلّا بِاِفتِراءِ التَكَذُّبِ,حرية,أبو فراس الحمداني
وَعَيشِكِ ما لي حيلَةٌ غَيرَ أَنَّنيبِلَفظِ الحَصا وَالخَطِّ في الأَرضِ مولَعُوَأَنَّ وُحوشَ البَرِّ يَأتَلِفونَ بيذُكورٌ إِناثٌ ثُمَّ خَشفٌ وَمُرضَعُ,حزن,عنترة بن شداد
وَلَيسَ الَّذي يَجري مِنَ العَينِ ماؤُهاوَلَكِنَّها نَفسٌ تَذوبُ وَتَقطُرُ,حرب,عنترة بن شداد
فَأَبكي لِنَفسي رَحمَةً مِن جَفائِهاوَيَبكي مِنَ الهِجرانِ بَعضي عَلى بَعضيوَإِنّي لَأَهواها مُسيئاً وَمُحسِناًوَأَقضي عَلى نَفسي لَها بِالَّذي تَقضي,حرب,الحارث بن عباد
رَأيتُك لا تَختارُ إلا تَباعُدِيفَباعَدتُ نَفسِي لإتِباعِ هَوَاكَافَبُعدُك يُؤذيني و قُربِي لَكُم أَذىفَكَيفَ احتِيالِي يا جُعلتُ فِداكَا ؟,عدل,ابن سهل الأندلسي
وَنَحنُ أُناسٌ لا تَوَسُّطَ عِندَنالَنا الصَدرُ دونَ العالَمينَ أَوِ القَبرُتَهونُ عَلَينا في المَعالي نُفوسُناوَمَن خَطَبَ الحَسناءَ لَم يُغلِها المَهرُ,غزل,ابن سهل الأندلسي
وما منْ يَدٍ إلا يَدُ اللهِ فوقَهاومنْ شِيَمِ الموْلَى التّلطُّفُ بالعَبْدِفكُنْ لهُمْ عَيْناً على كلِّ حادِثٍوكُنْ فيهمُ سمْعاً لدَعْوَةِ مُسْتَعْدي,شوق,الأخطل
وَفي الحِلمِ إِدهانٌ وَفي العَفوِ دُربَةٌوَفي الصِدقِ مَنجاةٌ مِنَ الشَرِّ فَاِصدُقِوَمَن يَلتَمِس حُسنَ الثَناءِ بِمالِهِيَصُن عِرضَهُ مِن كُلِّ شَنعاءَ موبِقِ,غزل,الأخطل
سَئِمتُ تَكاليفَ الحَياةِ وَمَن يَعِشثَمانينَ حَولاً لا أَبا لَكَ يَسأَمِرَأَيتُ المَنايا خَبطَ عَشواءَ مَن تُصِبتُمِتهُ وَمَن تُخطِئ يُعَمَّر فَيَهرَمِ,حزن,المتنبي
وَأَعلَمُ عِلمَ اليَومِ وَالأَمسِ قَبلَهُوَلَكِنَّني عَن عِلمِ ما في غَدٍ عَميوَمَن لا يُصانِع في أُمورٍ كَثيرَةٍيُضَرَّس بِأَنيابٍ وَيوطَأ بِمَنسِمِ,شجاعة,عنترة بن شداد
وَمَن يَجعَلِ المَعروفَ مِن دونِ عِرضِهِيَفِرهُ وَمَن لا يَتَّقِ الشَتمَ يُشتَمِوَمَن لا يَذُد عَن حَوضِهِ بِسِلاحِهِيُهَدَّم وَمَن لا يَظلِمِ الناسَ يُظلَمِ,حياة,قيس بن الملوح
وَمَهما تَكُن عِندَ اِمرِئٍ مِن خَليقَةٍوَإِن خالَها تَخفى عَلى الناسِ تُعلَمِوَمَن لا يَزَل يَستَحمِلُ الناسَ نَفسَهُوَلا يُغنِها يَوماً مِنَ الدَهرِ يُسأَمِ,حزن,قيس بن الملوح
وَسَلي الفَوارِسَ يُخبِروكِ بِهِمَّتيوَمَواقِفي في الحَربِ حينَ أَطاهاوَأَزيدُها مِن نارِ حَربي شُعلَةًوَأُثيرُها حَتّى تَدورَ رَحاها,حزن,قيس بن الملوح
وَحِيدٌ مِنَ الْخُلانِ في أَرْضِ غُرْبَةٍأَلا كُلُّ مَنْ يَبْغِي الْوَفَاءَ وَحِيدُفَهَلْ لِغَرِيبٍ طَوَّحَتْهُ يَدُ النَّوَىرُجُوعٌ وَهَلْ لِلْحَائِمَاتِ وُرُودُ,حزن,قيس بن الملوح
وَظُلمُ ذَوي القُربى أَشَدُّ مَضاضَةًعَلى المَرءِ مِن وَقعِ الحُسامِ المُهَنَّدِفَذَرني وَخُلقي إِنَّني لَكَ شاكِرٌوَلَو حَلَّ بَيتي نائِياً عِندَ ضَرغَدِ,عتاب,أبو فراس الحمداني
حبُّ السلامةِ يُثْني همَّ صاحِبهعن المعالي ويُغرِي المرءَ بالكَسلِفإن جنحتَ إليه فاتَّخِذْ نَفَقاًفي الأرضِ أو سلَّماً في الجوِّ فاعتزلِ,حرب,أبو فراس الحمداني
عَلِقتُ الهَوى مِنها وَليداً فَلَم يَزَلإِلى اليَومِ يَنمي حُبُّها وَيَزيدُفَما ذُكِرَ الخلّانُ إِلّا ذَكَرتُهاوَلا البُخلُ إِلّا قُلتُ سَوفَ تَجودُ,عدل,زهير بن أبي سلمى
وَإِن قُلتُ رُدّي بَعضَ عَقلي أَعِش بِهِتَوَلَّت وَقالَت ذاكَ مِنكَ بَعيدُفَلا أَنا مَردودٌ بِما جِئتُ طالِباًوَلا حُبُّها فيما يَبيدُ يَبيدُ,عدل,زهير بن أبي سلمى
فَلا خَيرَ في الدُنيا إِذا أَنتَ لَم تَزُرحَبيباً وَلَم يَطرَب إِلَيكَ حَبيبُ,حياة,زهير بن أبي سلمى
إِذَا مَا أَرَادَ اللَّهُ إِتْمَامَ حَاجَةٍأَتَتْكَ عَلَى وَشْكٍ وَأَنْتَ مُقِيمُ,حياة,زهير بن أبي سلمى
وَأَنَّ الهَوى في لَحظِ عَينِكَ كامِنٌكُمونَ المَنايا في الحُسامِ المُهَنَّدِأَظَلُّ وَيَومي فيكَ هَجرٌ وَوَحشَةٌوَيَومي بِحَمدِ اللَهِ أَحسَنُ مِن غَدي,حياة,زهير بن أبي سلمى
وَاللَهِ ما فارَقوني بِاِختِيارِهِمِوَإِنَّما الدَهرُ بِالمَكروهِ يَرمينيوَما تَبَدَّلتُ حُبّاًّ غَيرَ حُبِّهِمِإِذاًّ تَبَدَّلتُ دينَ الكُفرِ مِن ديني,حياة,زهير بن أبي سلمى
أعلِّلُ النفس بالآمالِ أرقُبُهاما أضيقَ العيشَ لولا فسحةُ الأمَلِلم أرتضِ العيشَ والأيامُ مقبلةٌفكيف أرضَى وقد ولَّتْ على عَجَلِ,حرب,عنترة بن شداد
وحسنُ ظَنِّكَ بالأيام مَعْجَزَةٌفظُنَّ شَرّاً وكنْ منها على وَجَلِغاضَ الوفاءُ وفاضَ الغدرُ وانفرجتْمسافةُ الخُلْفِ بين القولِ والعَمَلِ,حزن,محمود سامي البارودي
وقلت مُسلِّماً للشيب أهلاًبهادي المخطئين إلى الصوابِألستَ مُبشِّري في كلّ يومٍبوشكِ ترحُّلي إثرَ الشبابِ,حزن,طرفة بن العبد
ستألفُ فقدان الذي قد فقدتهكإلْفكَ وجْدان الذي أنت واجدُعلى أنه لا بدّ من لذْع لوعةٍتهبُّ أحايينا كما هبَّ راقدُ,حياة,الطغرائي
ومَن لم يعانقْهُ شَوْقُ الحياةِتَبَخَّرَ في جَوِّها واندَثَرْفويلٌ لمَنْ لم تَشُقْهُ الحياةُمن صَفْعَةِ العَدَمِ المنتصرْ,حب,جميل بثينة
ومن لا يحبُّ صُعودَ الجبالِيَعِشْ أبَدَ الدَّهرِ بَيْنَ الحُفَرْفَعَجَّتْ بقلبي دماءُ الشَّبابِوضجَّت بصدري رياحٌ أُخَرْ,حب,جميل بثينة
خُذِ الحَيَاةَ كما جاءتْكَ مبتسماًفي كفِّها الغارُ أَو في كفِّها العَدَمُوارقصْ على الوردِ والأَشواكِ متَّئِداًغنَّتْ لكَ الطَّيرُ أَو غنَّتْ لكَ الرُّجُمُ,حب,قيس بن الملوح
النُّور في قلبي وبينَ جوانحيفَعَلامَ أخشى السَّيرَ في الظلماءِإنِّي أنا النَّايُ الَّذي لا تنتهيأنغامُهُ ما دام في الأَحياءِ,عدل,محمود سامي البارودي
إِنّي وَجَدتُ سِهامَ المَوتِ مُعرِضَةًبِكُلِّ حَتفٍ مِنَ الآجالِ مَكتوبِ,شوق,ابن سهل الأندلسي
وَمَوعِدُ كُلِّ ذي عَمَلٍ وَسَعيٍبِما أَسدى غَداً دارُ الثَوابِتَقَلَّدتُ العِظامَ مِنَ الخَطاياكَأَنّي قَد أَمِنتُ مِنَ العِقابِ,فراق,ابن زيدون
